"inc_all_household","inc_all_mean_clan_mean_clan","inc_all_median_clan_median_clan","wealth_home_household","wealth_home_mean_clan_mean_clan","wealth_home_median_clan_median_clan","wealth_nohouse_household","wealth_nohouse_mean_clan_mean_clan","wealth_nohouse_median_clan_median_clan"
0.455424077179895,0.404441690112646,0.408426750018841,0.780354166994238,0.661497950605691,0.728671402672353,0.929118167215392,0.830336599939884,0.865962869067622
