"inc_all_household","inc_all_mean_clan_mean_clan","inc_all_median_clan_median_clan","wealth_home_household","wealth_home_mean_clan_mean_clan","wealth_home_median_clan_median_clan","wealth_nohouse_household","wealth_nohouse_mean_clan_mean_clan","wealth_nohouse_median_clan_median_clan"
0.432680577239403,0.324889980256297,0.332115717707181,0.784404883254965,0.601926854842368,0.702765020941826,0.932771596059587,0.784315519440661,0.818111372808891
