"inc_all_household_Black","inc_all_household_Non-Black","inc_all_median_clan_clan_Black","inc_all_median_clan_clan_Non-Black","wealth_home_household_Black","wealth_home_household_Non-Black","wealth_home_median_clan_clan_Black","wealth_home_median_clan_clan_Non-Black","wealth_nohouse_household_Black","wealth_nohouse_household_Non-Black","wealth_nohouse_median_clan_clan_Black","wealth_nohouse_median_clan_clan_Non-Black"
0.418695754496383,0.433389830373112,0.342059539153239,0.331389420032776,0.821035858547726,0.781183264288619,0.738572926440304,0.69898640466132,0.925085628545273,0.932889053278119,0.839877917974223,0.816253174992234
