"inc_all_household_Black","inc_all_household_Non-Black","inc_all_median_clan_clan_Black","inc_all_median_clan_clan_Non-Black","wealth_home_household_Black","wealth_home_household_Non-Black","wealth_home_median_clan_clan_Black","wealth_home_median_clan_clan_Non-Black","wealth_nohouse_household_Black","wealth_nohouse_household_Non-Black","wealth_nohouse_median_clan_clan_Black","wealth_nohouse_median_clan_clan_Non-Black"
0.419634794777427,0.442297338990794,0.403341634067252,0.396928995211276,0.816497253546089,0.776413162265011,0.781593261954508,0.720636476958705,0.929877793078613,0.928834247982201,0.900509908639971,0.861443619049476
