year,hh_children,hh_other,hh_age_mean,ppl_age_mean,clan_age_mean,numclan,num_clan_people,clan_children_hh_mean,clan_other_hh_mean
1984,1.1023121387283237,0.12369942196531791,33.68205182542239,28.479887266205484,38.00471096845755,2.1940393151553583,6.188015218769825,1.051336309009101,0.1339332266408968
1989,1.044822256568779,0.11858929324153436,34.96921218447142,29.49714373151076,38.73738653428471,2.486722571628232,6.851851851851818,0.9455096033712371,0.12795713196656475
1994,1.0251673978296005,0.12826137150773492,36.27238053673932,30.482193762498405,39.941354185959774,3.0759943181818183,8.347301136363594,0.8678828203858481,0.12835405888025495
1999,1.0686008289266828,0.13162784050307275,35.93966415414871,30.369953436012896,37.0249856700355,2.799919967987195,7.824729891956781,1.0879521631640172,0.15794525027630135
2001,1.0417229273561976,0.12840939778557925,36.32056006750189,30.86028403525955,37.44656401851709,3.04648292883587,8.401069518716575,1.0586462920548176,0.15390058034818088
2003,0.9915633388725553,0.13894925220503643,36.62680131236947,31.31423578310977,37.64450980815981,3.2677527151211363,8.845446950710118,1.0195236481639887,0.15944096398007623
2005,0.9815115552779513,0.13391630231105559,36.775088802861966,31.466008619491173,37.7876251634562,3.4107371112057945,9.197273114614413,1.0051465645237907,0.15676078310609706
2007,0.9639454962016158,0.12830097672736043,36.96514468120937,31.58169402613847,37.97251365231978,3.6404741000877965,9.708516242317835,0.9727918269794725,0.1409699842299563
2009,0.9468599033816425,0.13146997929606624,37.26160917399714,31.78946909598117,38.124619692323854,3.87260579064588,10.219153674832953,0.9352914423438677,0.13940066472140247
2011,0.9217820671080686,0.13230838289754238,37.44348671316481,31.92070351324489,38.4902758102947,4.067092651757188,10.56412596987676,0.8900728115933146,0.14530558729733206
2013,0.910334178890482,0.14117128046762986,37.78421777143254,32.19705105258672,38.75105794556678,4.191863153028201,10.850208044382821,0.8634555190916399,0.14800265998304762
2015,0.8910737958462218,0.13731771984091914,38.202483621965406,32.602692291044455,39.333798993509596,4.296155671570954,10.965828191741807,0.8318150399401761,0.1369270030889166
2017,0.9288167343115828,0.1314392756790509,38.302826962673045,32.569222768910755,37.95678069133431,3.8161239078633837,9.930103256552819,0.9678176464953303,0.14138972038322564
2019,0.9258020691817327,0.12467342460027171,38.857557337693905,33.05416683547381,38.70414197107569,3.9362402303578774,10.160016454134096,0.9459671887529744,0.13328303307662637
2021,0.8956342311033884,0.11728931364031277,39.703840034253936,33.95792132186122,39.564605251649695,3.9033488766426454,9.904196693514189,0.9038371727607638,0.12717302794748175
2023,0.9125969627444553,0.11613678575330492,NA,NA,NA,4.02683677958645,10.245050593928747,0.9171567308501473,0.12291777775564795
